Numéro Etablissement;Numéro entité juridique;Raison sociale;Raison sociale - Libellé long;Complément de raison sociale;Complément de distribution;Code Département;Département;Téléphone;Fax;Code catégorie d’établissement;Catégorie d'établissement;Code agrégat d’établissemen;Catégorie d’agrégat d’établissement;Code APE;Code MFT;Libellé MFT;Code SPH;Libellé SPH;Date d’ouverture;Date d’autorisation;Dernière date de MAJ;Année;Adresse;Code INSEE;Code postal;Commune;Coordonnées de l'établissement;EPCI
970465258;970401972;SELEURL PHARMACIE DE LA GARE;SELEURL PHARMACIE DE LA GARE;;;9D;LA REUNION;0262225678;0026222677;620;Pharmacie d'Officine;3201;Commerce de Biens à Usage Médicaux;;01;Etablissement Tarif Libre;;;2017-12-01;1998-05-11;2019-02-27;2019;155 CHS ROYALE;9D415;97460;ST PAUL;-21.009714,55.275459;
970463865;970400602;PHARMACIE DE L' ETANG;PHARMACIE DE L' ETANG;;;9D;LA REUNION;97460;ST PAUL;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;1979-09-20;1979-09-20;2004-12-13;2012;408 R SAINT LOUIS;9D9D415;97460;ST PAUL;-21.052088,55.226304;
970462842;970404562;I.R.T.S.;INSTITUT REGIONAL DU TRAVAIL SOCIAL DE LA REUNION;;;9D;REUNION;97470;ST BENOIT;319;Inst Régional en travail social (I.R.T.S.);6201;Etab.Forma.Pers.Soc.;01;Etablissement Tarif Libre;;;1973-02-07;;;;2004;1 R SULLY BRUNET;9D9D410;97470;ST BENOIT;-21.032097,55.714354;
970466868;590799730;C.H.R.S.  LISETTE SON HUI;CENTRE HEBERGEMENT ET RÉADAPTATION SOCIALE (CHRS);;ZAC BANK;9D;LA REUNION;97410;ST PIERRE;214;Centre Hébergement & Réinsertion Sociale (C.H.R.S.);4601;Adult.Fam.Difficulté;;30;Préfet de région établissements et services sociaux;;;1999-10-19;2002-04-01;2016-12-22;2016;43 CITE CANABADY;9D9D416;97410;ST PIERRE;-21.331134,55.476957;
970431490;970402004;CIRCONSCRIPTION 5 ST JOSEPH;CIRCONSCRIPTION DE SERVICE SOCIAL ET  D ACTION SOCIALE;;;9D;LA REUNION;97480;ST JOSEPH;359;Centre Circonscription Sanitaire et Sociale;5104;Etab.Aide à Famille;;01;Etablissement Tarif Libre;;;1964-01-01;1964-01-01;1999-12-14;2012;153 R R BABET;9D9D412;97480;ST JOSEPH;-21.380524,55.614945;
970404653;970430914;ESAT TIDALONS LE PORT;ETS. ET SERVICE D'AIDE PAR LE TRAVAIL TIDALONS - LE PORT;;;9D;LA REUNION;97420;LE PORT;246;Etablissement et Service d'Aide par le Travail (E.S.A.T.);4302;Trav.Prot.Adul.Handi;8810C;99;Indéterminé;;;1999-03-29;1999-03-29;2012-12-19;2013;3 R CORRE LEONUS;9D9D407;97420;LE PORT;-20.936761,55.310172;
970431011;970430963;CENTRE D'ACTION EDUCATIVE;CENTRE D'ACTION EDUCATIVE;;;9D;LA REUNION;97400;ST DENIS;441;Centre d'Action Educative (C.A.E.);4502;Min. Justice Mineurs;;02;Autorité Ministérielle;;;1981-09-01;1981-09-01;1998-11-23;2009;17 R DES MANGUIERS;9D9D411;97400;ST DENIS;-20.88911,55.454124;
970404521;970400388;INTERMETRA METRAG;INTERMETRA METRAG;;;9D;LA REUNION;97460;ST PAUL;438;Centre de Médecine collective;2201;Dispensaires;;99;Indéterminé;;;1998-01-01;1998-01-01;2014-06-05;2016;11 R DE LA BUSE;9D9D415;97460;ST PAUL;-21.006851,55.274599;
970465498;970402228;PHARMACIE CENTRALE;;;;9D;LA REUNION;97450;ST LOUIS;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;1974-09-13;2006-09-18;2006-09-06;2009;4 R DU MARCHE;9D9D414;97450;ST LOUIS;-21.285691,55.407499;
970430153;970400149;CENTRE EDUCATIF RENFORCE;CENTRE EDUCATIF RENFORCE;;;9D;LA REUNION;97418;LA PLAINE DES CAFRES;177;Maison d'Enfants à Caractère Social;4501;Aide Sociale Enfance;;08;Président du Conseil Général;;;1960-01-01;1960-01-01;2013-09-04;2013;;9D9D422;97418;LA PLAINE DES CAFRES;-21.222465,55.559851;
970403119;970463600;S.H.A.D. -A.S.D.R. (HOSPI A DOM ST LEU;SERVICE D'HOSPITALISATION A DOMICILE (A.S.D.R. ST LEU);;;9D;LA REUNION;97436;ST LEU;127;Hospitalisation à Domicile;1201;Soins à Domicile;;07;ARS établissements de santé non financés dotation globale;0;non PSPH;2002-02-22;2002-10-01;2007-03-06;2011;12 LOT DES PECHEURS;9D9D413;97436;ST LEU;-21.181201,55.289768;
970404471;970404463;PHARMACIE DU PORTAIL;;;;9D;LA REUNION;97424;LE PITON ST LEU;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;1998-05-15;1999-02-02;2007-12-10;2014;1 R DES BAIES ROSES;9D9D413;97424;LE PITON ST LEU;-21.216047,55.304153;
970404679;970404638;CENTRE DE  BASSE VISION (HORUS);CENTRE DE  BASSE VISION (HORUS);;;9D;LA REUNION;97420;LE PORT;109;Etablissement de santé privé autorisé en SSR;1107;Soins Suite & Réadap;8610Z;07;ARS établissements de santé non financés dotation globale;0;Non concerné;2010-09-28;2011-07-18;2016-03-16;2016;4 BD DE VERDUN;9D9D407;97420;LE PORT;-20.939209,55.295746;
970408456;590799730;SAMSAH PSYCHIQUE;SERVICE ACCOMPAGNEMENT MEDICO SOCIAL POUR ADULTES HANDICAPES;;;9D;LA REUNION;0262445675;;445;Service d'accompagnement médico-social adultes handicapés;4305;Services de Maintien à Domicile pour Handicapés;;09;ARS PCD mixte (2 arrêtés), habilité aide sociale;;;2011-11-10;2011-09-01;2018-10-16;2019;20 R SAINTE ROSE;9D416;97410;ST PIERRE;-21.336339,55.468402;
970465902;970402517;PHARMACIE CHECKOURI;PHARMACIE CHECKOURI;;;9D;LA REUNION;;97440;ST ANDRE;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;1;Etablissement Tarif Libre;;;1983-01-18;2018-01-10;2018-02-10;2018;62 AV DE LA REPUBLIQUE;;97440;ST ANDRE;-20.960942,55.650452;
970402921;970402913;LABORATOIRE D'ANALYSES GUEDJ;LABORATOIRE D'ANALYSES DE BIOLOGIE MEDICALE GUEDJ;;;9D;LA REUNION;97480;ST JOSEPH;610;Laboratoire d'Analyses;3101;Labo. d'Analyses;01;Etablissement Tarif Libre;;;;2002-09-04;;;2007;253 R RAPHAEL BABET;9D9D412;97480;ST JOSEPH;-21.378628,55.6178;
970407797;970407789;PHARMACIE GHILINI;PHARMACIE GHILINI;;;9D;LA REUNION;0146310390;;620;Pharmacie d'Officine;3201;Commerce de Biens à Usage Médicaux;;01;Etablissement Tarif Libre;;;2010-03-30;2010-03-30;2019-01-26;2019;CHEM MERLO;9D401;97425;LES AVIRONS;-21.236491,55.328316;
970406815;590799730;SESSAD ANTOINE LUCAS;SESSAD DE L'ALEFPA ANTOINE LUCAS;;ZAC OI TERRE SAINTE;9D;LA REUNION;0262334700;0262427039;182;Service d'Éducation Spéciale et de Soins à Domicile;4106;Services à Domicile ou Ambulatoires pour Handicapés;8810A;34;ARS / DG dotation globale;;;2007-10-03;2007-07-02;2016-04-05;2019;1 RLE DE L'OCEAN;9D416;97410;ST PIERRE;-21.312457,55.493952;
970408837;970462636;SERV. MJPM (SAINT-PIERRE);;;;9D;LA REUNION;97410;ST PIERRE;340;Service mandataire judiciaire à la protection des majeurs;4608;Protection majeurs;;30;Préfet de région établissements et services sociaux;;;2010-09-17;2011-12-31;2012-05-18;2017;145 R ARCHAMBAUD;9D9D416;97410;ST PIERRE;-21.325901,55.484946;
970408779;970408761;GCSM CENTRE REGIONAL SURDITE INFANTILE;GROUPEMENT COOPERATION SANITAIRE  DE MOYENS;;;9D;LA REUNION;;;696;Groupement de coopération sanitaire de moyens;1205;Autres Etablissements Relevant de la Loi Hospitalière;8412Z;32;Echelle tarifaire publique;1;Etablissement public de santé;2011-08-30;2011-08-30;2014-05-26;2019;9 R JACOB DE CORDEMOY;9D411;97490;ST DENIS;-20.893409,55.488984;
970406807;590799730;ESAT LA CONFIANCE (SAINT BENOIT);ET & SERVICE D'AIDE PAR LE TRAVAIL LA CONFIANCE (ST BENOIT);;;9D;LA REUNION;97470;ST BENOIT;246;Etablissement et Service d'Aide par le Travail (E.S.A.T.);4302;Trav.Prot.Adul.Handi;8810C;05;Préfet de Département établissements médico-sociaux;;;2007-07-02;2011-03-30;2012-12-19;2015;27 ALL DES VERGERS;9D9D410;97470;ST BENOIT;-21.068935,55.703997;
970466926;970402004;F. D. E. LE POINT DE REPERE;FOYER DEPARTEMENTAL DE L'ENFANCE LE POINT DE REPERE;;;9D;LA REUNION;97441;STE SUZANNE;175;Foyer de l'Enfance;4501;Aide Sociale Enfance;;08;Président du Conseil Départemental;;;1991-02-08;1991-02-08;2009-09-23;2016;2 R GEORGES POMPIDOU;9D9D420;97441;STE SUZANNE;-20.906729,55.607159;
970407011;970430948;FOYER DE NOS GRANDS PARENTS (ADAPEI);FOYER DE NOS GRANDS PARENTS;;;9D;LA REUNION;97418;LA PLAINE DES CAFRES;382;Foyer de Vie pour Adultes Handicapés;4301;Héberg.Adultes Handi;;99;Indéterminé;;;2007-04-27;2007-04-27;2007-11-08;2013;14 IMP L'EREBUS;9D9D422;97418;LA PLAINE DES CAFRES;-21.222465,55.559851;
970431748;970402004;DISPENSAIRE    DE SAINT-BENOIT;DISPENSAIRE    DE SAINT-BENOIT;;;9D;LA REUNION;97470;ST BENOIT;223;Protection Maternelle et Infantile (P.M.I.);2202;PMI Plani. Familiale;;01;Etablissement Tarif Libre;;;1970-01-01;1970-01-01;2011-02-02;2015;1 R RAYMOND BARRE;9D9D410;97470;ST BENOIT;-21.038211,55.710695;
970404158;970463592;CENTRE-UDM (ST BENOIT) - AURAR;CENTRE UDM (ST BENOIT) - AURAR;;ZAC BRAS FUSIL;9D;LA REUNION;97470;ST BENOIT;141;Centre de dialyse;1203;Dialyse Ambulatoire;;07;ARS établissements de santé non financés dotation globale;0;Non concerné;2003-03-20;2005-04-01;2014-08-11;2017;1 R DES AUBEPINES;9D9D410;97470;ST BENOIT;-21.057167,55.711346;
970467197;970463600;UAD-UDM-DAD (STE CLOTILDE) - ASDR;UAD-UDM-DAD (STE CLOTILDE) - ASDR;;;9D;LA REUNION;97490;STE CLOTILDE;146;Structure d'Alternative à la dialyse en centre;1203;Dialyse Ambulatoire;;07;ARS établissements de santé non financés dotation globale;0;Non concerné;1988-09-01;1988-09-01;2015-04-17;2016;131 RTE DU BOIS DE NEFLES;9D9D411;97490;STE CLOTILDE;-20.902846,55.477312;
970431540;970402004;PMI DU CHAUDRON;PMI DU CHAUDRON;;;9D;LA REUNION;97490;STE CLOTILDE;223;Protection Maternelle et Infantile (P.M.I.);2202;PMI Plani. Familiale;;01;Etablissement Tarif Libre;;;1970-01-01;1970-01-01;2009-04-06;2009;9 R DE L'ECOLE;9D9D411;97490;STE CLOTILDE;-20.893459,55.491309;
970466215;970430914;FOYER HEBERGE. TRAVAILLEURS HANDICAPES;FOYER D'HEBERGEMENT POUR TRAVAILLEURS HANDICAPES;;;9D;LA REUNION;97490;STE CLOTILDE;382;Foyer de vie pour adultes handicapés;4301;Héberg.Adultes Handi;08;Président du Conseil Général;;;;2005-07-01;;;2006;53 CHE LORY LES HAUTS;9D9D411;97490;STE CLOTILDE;-20.894507,55.481804;
970403119;970463600;S.H.A.D. -A.S.D.R. (HOSPI A DOM ST LEU;SERVICE D'HOSPITALISATION A DOMICILE (A.S.D.R. ST LEU);;;9D;LA REUNION;97436;ST LEU;127;Hospitalisation à Domicile;1201;Soins à Domicile;07;ARH établissements de santé non financés dotation globale;non PSPH;;;2007-03-06;;;2008;12 LOT DES PECHEURS;9D9D413;97436;ST LEU;-21.181201,55.289768;
970431672;970402004;DISPENSAIRE    DE SAINTE-SUZANNE;DISPENSAIRE    DE SAINTE-SUZANNE;;;9D;LA REUNION;97441;STE SUZANNE;223;Protection Maternelle et Infantile (P.M.I.);2202;PMI Plani. Familiale;;01;Etablissement Tarif Libre;;;1977-01-01;1977-01-01;2011-02-10;2015;2 R PIERRE BEREGOVOY;9D9D420;97441;STE SUZANNE;-20.905006,55.604421;
970464749;970401477;PHARMACIE DE LA RAVINE;PHARMACIE DE LA RAVINE;;;9D;LA REUNION;97432;RAVINE DES CABRIS;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;01;Etablissement Tarif Libre;;;;2003-07-02;;;2007;2 CHE MOULIN A CAFE;9D9D416;97432;RAVINE DES CABRIS;-21.28217,55.474364;
970464574;970401303;PHARMACIE DE LA RAVINE BLANCHE;PHARMACIE DE LA RAVINE BLANCHE;;;9D;LA REUNION;0262353303;0026235076;620;Pharmacie d'Officine;3201;Commerce de Biens à Usage Médicaux;;01;Etablissement Tarif Libre;;;2019-02-01;1985-04-02;2019-02-02;2019;7 AV LUC DONAT;9D416;97410;ST PIERRE;-21.337675,55.458642;
970406880;970430898;EHPAD PGRA DE BRAS LONG;EHPAD POLE GERONTOLOGIQUE ROGER ANDRE DE BRAS LONG;;;9D;LA REUNION;0262717100;0262717181;500;Etablissement d'hébergement pour personnes âgées dépendantes;4401;Etablissements d'Hébergement pour Personnes Âgées;;40;ARS/PCD, Tarif global, habilité aide sociale, recours PUI;;;2011-05-01;2006-01-31;2016-12-27;2019;120 RTE DU BRAS LONG;9D403;97414;ENTRE DEUX;-21.236035,55.471395;
970410189;970410122;CIM DU CAPRICORNE;CENTRE D'IMAGERIE MÉDICALE DU CAPRICORNE;;;9D;LA REUNION;0262486115;0262482097;699;Entité Ayant Autorisation;1205;Autres Etablissements Relevant de la Loi Hospitalière;8622A;99;Indéterminé;0;Non concerné;2016-01-01;2015-11-30;2018-11-15;2019;127 RTE DE BOIS DE NEFLES;9D411;97490;ST DENIS;-20.90244,55.476941;
970406245;970406237;CLINIQUE DE SAINT JOSEPH;CLINIQUE DE SAINT JOSEPH;;;9D;LA REUNION;0262489489;;109;Etablissement de santé privé autorisé en SSR;1107;Etablissements de santé privé autorisés en SSR;;07;ARS établissements de santé non financés dotation globale;0;Non concerné;2009-11-23;2006-06-17;2013-09-10;2019;R ROLAND GARROS;9D412;97480;ST JOSEPH;-21.377503,55.612323;
970465373;970402103;PHARMACIE DU BRAS DE PONTHO;PHARMACIE DU BRAS DE PONTHO;;;9D;LA REUNION;97430;LE TAMPON;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;1989-08-23;1989-08-23;2006-09-25;2010;5 IMP DU PERE GRONDIN;9D9D422;97430;LE TAMPON;-21.240045,55.49282;
970406872;970406211;S.A.V.S. (ARPEDA ST PIERRE);SERV DE SUITE & ACCOMPAGNEMENT A LA VIE SO(ARPEDA ST PIERRE);;;9D;LA REUNION;0262444241;0262259893;446;Service d'Accompagnement à la Vie Sociale (S.A.V.S.);4305;Services de Maintien à Domicile pour Handicapés;8891B;08;Président du Conseil Départemental;;;2007-04-15;2006-12-21;2014-07-02;2019;71 R LUC LORION;9D416;97410;ST PIERRE;-21.336128,55.470449;
970464947;970401675;PHARMACIE DE L HORIZON;;;;9D;LA REUNION;97490;STE CLOTILDE;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;1985-11-25;2008-11-25;2010-02-27;2014;2 R DES CORSAIRES;9D9D411;97490;STE CLOTILDE;-20.908861,55.482877;
970406310;970406302;O2CM;O2CM;;;9D;LA REUNION;97450;ST LOUIS;422;Traitements Spécialisés à Domicile;1201;Soins à Domicile;07;ARH établissements de santé non financés dotation globale;non PSPH;;;2006-10-18;;;2007;1 R DE VALMY;9D9D414;97450;ST LOUIS;-21.291592,55.399706;
970464343;970401071;SELARL MAPHARM;SELARL MAPHARM;;;9D;LA REUNION;02 62 37 20 26;97480;ST JOSEPH;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;1;Etablissement Tarif Libre;;;1987-03-17;2017-01-09;2018-08-13;2018;176 R MARCEL PAGNOL;;97480;ST JOSEPH;-21.371361,55.672728;
970465589;970402319;GRANDE PHARMACIE CREOLE;GRANDE PHARMACIE CREOLE;;;9D;LA REUNION;97440;ST ANDRE;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;1975-03-20;1975-03-20;2002-03-21;2012;392 AV DE BOURBON;9D9D409;97440;ST ANDRE;-20.964115,55.649211;
970464087;970400826;PHARMACIE CHANE MUI;PHARMACIE CHANE MUI;;;9D;LA REUNION;97480;ST JOSEPH;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;1981-07-24;1981-07-24;2007-06-07;2009;270 R RAPHAEL BABET;9D9D412;97480;ST JOSEPH;-21.379148,55.621195;
970465357;970402087;PHARMACIE DES BONS ENFANTS;;;;9D;LA REUNION;97410;ST PIERRE;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;4773Z;01;Etablissement Tarif Libre;;;1991-06-13;2006-12-01;2010-08-25;2013;82 R DES BONS ENFANTS;9D9D416;97410;ST PIERRE;-21.339827,55.474215;
970466371;970430898;FAM LES CYTISES;FAM LES CYTISES (BOIS D'OLIVES);FOYER ALBERT BARBOT;;9D;LA REUNION;0262499352;0262389176;437;Foyer d'Accueil Médicalisé pour Adultes Handicapés (F.A.M.);4301;Etab. et Services d'Hébergement pour Adultes Handicapés;;09;ARS PCD mixte (2 arrêtés), habilité aide sociale;;;1993-03-25;2017-01-03;2017-04-21;2019;CHE ALBERT BARBOT;9D416;97432;ST PIERRE;-21.299861,55.453684;
970466751;970400446;CLINIQUE AVICENNE;CLINIQUE AVICENNE LE PORT;CLINIQUE AMBULATOIRE AVICENNE;;9D;LA REUNION;0262424160;0262436063;128;Etablissement de Soins Chirurgicaux;1110;Etablissements de Soins de Courte Durée;8610Z;07;ARS établissements de santé non financés dotation globale;0;Non concerné;1993-12-01;1993-12-01;2015-10-14;2019;4 BD DE VERDUN;9D407;97420;LE PORT;-20.939209,55.295746;
970403945;970403937;PHARMACIE DU BASSIN BLEU;PHARMACIE DU BASSIN BLEU;;;9D;LA REUNION;0262510333;0262512435;620;Pharmacie d'Officine;3201;Commerce de Biens à Usage Médicaux;;01;Etablissement Tarif Libre;;;2014-02-17;1995-07-11;2018-07-27;2019;227 R N 2 PETIT ST PIERRE;9D410;97437;ST BENOIT;-21.114786,55.753432;
970464038;970400776;PHARMACIE DE LA CROISEE;PHARMACIE DE LA CROISEE;;;9D;LA REUNION;97430;LE TAMPON;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;1999-07-09;2005-08-01;2017-10-23;2017;59 R MARIUS ET ARY LEBLOND;9D9D422;97430;LE TAMPON;-21.283113,55.520432;
970408399;970408324;SITE REUNILAB CLINIQUE DU TAMPON;SITE REUNILAB CLINIQUE DU TAMPON;;;9D;LA REUNION;;97430;LE TAMPON;Laboratoire de Biologie Médicale;3101;Labo Biolog Médicale;;1;Etablissement Tarif Libre;;;2011-06-30;2011-01-08;2014-03-21;2018;100 R DE FRANCE;;97430;LE TAMPON;-21.274544,55.507927;
970462313;970400321;C. P. E. F.    DE    SAINT-PAUL;CENTRE DE PLANIFICATION ET D'EDUCATION FAMILIALES - ST-PAUL;A. R. O. F.;;9D;LA REUNION;0262225156;0262456762;228;Centre Planification ou Education Familiale;2202;Etablissements de PMI et de Planification Familiale;;01;Etablissement Tarif Libre;;;1967-02-17;1967-02-17;2005-02-02;2019;19 R DE LA CAVERNE;9D415;97460;ST PAUL;-21.01275,55.267597;
970410445;970411005;EPSMR-ALLEE DES FLAMBOYANTS (ST LEU);EPSMR-ALLEE DES FLAMBOYANTS (ST LEU);;;9D;LA REUNION;97436;ST LEU;292;Centre Hospitalier Spécialisé lutte Maladies Mentales;1103;Lutte Malad.Mentales;;03;ARS établissements Publics de santé dotation globale;1;Etab.public de santé;2001-08-02;2001-08-02;2016-11-21;2016;67 ALL DES FLAMBOYANTS;9D9D413;97436;ST LEU;-21.156565,55.303883;
970463378;970402004;ETABLISSEMENT THERMAL IRENEE ACCOT;ETABLISSEMENT THERMAL IRENEE ACCOT;;;9D;LA REUNION;97413;CILAOS;126;Établissement Thermal;1205;Autres Etab.Loi Hosp;14;Organismes Nationaux de Sécurité Sociale;Etab.public de santé;;;2005-05-17;;;2007;RTE DU BRAS SEC;9D9D424;97413;CILAOS;-21.130386,55.476968;
970463899;970400636;PHARMACIE BEDIER;PHARMACIE BEDIER JEAN FRANCOIS;;;9D;REUNION;97422;LA SALINE;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;01;Etablissement Tarif Libre;;;1984-03-08;;;;2004;201 CHE LAW-WAI;9D9D415;97422;LA SALINE;-21.077463,55.26917;
970462446;970462131;SERVICE AIDE MENAGERE;;;SAINT DENIS MAIRIE;9D;REUNION;97400;ST DENIS;208;Service d'Aide Ménagère à Domicile;4403;Serv.Soc.Pers. Agées;01;Etablissement Tarif Libre;;;1982-03-23;;;;2004;;9D9D411;97400;ST DENIS;-20.943522,55.448016;
970404265;970404257;PHARMACIE DE LA CHATOIRE;PHARMACIE DE LA CHATOIRE;;;9D;LA REUNION;97430;LE TAMPON;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;99;Indéterminé;;;1997-06-30;1997-10-10;2003-09-10;2013;91 AV DE L'EUROPE;9D9D422;97430;LE TAMPON;-21.273627,55.507603;
970464434;970401162;PHARMACIE LUCINE - LEGENDRE;PHARMACIE LUCINE - LEGENDRE;;;9D;LA REUNION;0262390137;0262391950;620;Pharmacie d'Officine;3201;Commerce de Biens à Usage Médicaux;;01;Etablissement Tarif Libre;;;1971-01-20;1985-03-27;2019-02-08;2019;105 R MONSEIG. DE BEAUMONT;9D414;97421;ST LOUIS;-21.261467,55.435315;
970465944;970402558;PHARMACIE DES CHOCAS;PHARMACIE DES CHOCAS;;;9D;LA REUNION;0262248070;0262247597;620;Pharmacie d'Officine;3201;Commerce de Biens à Usage Médicaux;;01;Etablissement Tarif Libre;;;2019-02-01;1976-06-11;2019-02-02;2019;3 R FRANCOIS DE MAHY;9D423;97426;LES TROIS BASSINS;-21.105059,55.294958;
970406443;970406419;PHARMAR;PHARMAR;;;9D;LA REUNION;97410;ST PIERRE;699;Entité Ayant Autorisation;1205;Autres Etab.Loi Hosp;99;indéterminé;non PSPH;;;2006-10-16;;;2008;ALL DES POIVRIERS;9D9D416;97410;ST PIERRE;-21.2902,55.483003;
970410148;970410130;SDIS DE LA REUNION;SERVICE DEPARTEMENTAL D'INCENDIE ET DE SECOURS DE LA REUNION;;;9D;LA REUNION;;97400;ST DENIS;Entité Ayant Autorisation;1205;Autres Etab.Loi Hosp;;99;Indéterminé;9;indéterminé;2015-05-29;2015-05-29;2015-02-10;2018;1 RLE TADAR;;97400;ST DENIS;-20.88205,55.46238;
970405080;970405072;PHARMACIE DES CANOTS;PHARMACIE DES CANOTS;;;9D;LA REUNION;97427;L ETANG SALE;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;2000-08-09;2017-09-01;2017-10-23;2017;115 RTE DES CANOTS;9D9D404;97427;L ETANG SALE;-21.25306,55.364078;
970407011;970430948;FOYER DE NOS GRANDS PARENTS (ADAPEI);FOYER DE NOS GRANDS PARENTS;;;9D;LA REUNION;97418;LA PLAINE DES CAFRES;382;Foyer de Vie pour Adultes Handicapés;4301;Héberg.Adultes Handi;;99;indéterminé;;;2007-04-27;2007-04-27;2007-11-08;2009;14 IMP L'EREBUS;9D9D422;97418;LA PLAINE DES CAFRES;-21.222465,55.559851;
970406468;970406450;AIR LIQUIDE REUNION;AIR LIQUIDE REUNION;;ZAC 2000;9D;LA REUNION;0262427980;0262435653;699;Entité Ayant Autorisation;1205;Autres Etablissements Relevant de la Loi Hospitalière;;99;Indéterminé;0;Non concerné;1959-01-01;1959-01-01;2013-09-04;2019;8 R CHARLES DARWIN;9D407;97420;LE PORT;-20.945909,55.316942;
970431516;970402004;CIRCONSCRIPTION 4 ST BENOIT;CIRCONS DE SERVICE SOCIAL ET  D ACTION SOCIALE;;;9D;LA REUNION;0262241264;;359;Centre Circonscription Sanitaire et Sociale;5104;Etablissements ou Services Divers d'Aide à la Famille;;01;Etablissement Tarif Libre;;;1964-01-01;1964-01-01;1993-05-25;2019;BD SOUS PREFECTURE;9D410;97470;ST BENOIT;-21.040112,55.718033;
970406864;130804370;F.A.O. BARRE D'JOUR;FOYER D'ACCUEIL OCCUPATIONNEL BARRE D'JOUR;;;9D;LA REUNION;0262290290;0262299262;382;Foyer de Vie pour Adultes Handicapés;4301;Etab. et Services d'Hébergement pour Adultes Handicapés;8720A;08;Président du Conseil Départemental;;;2007-03-20;2007-03-20;2014-08-06;2019;44 R ABBE PIERRE;9D418;97438;STE MARIE;-20.933459,55.534953;
970405106;590799730;RELAIS FAMILIAL ALEFPA;RELAIS FAMILIAL ALEFPA;;;9D;LA REUNION;0262253694;0262322468;166;Etablissement d'Accueil Mère-Enfant;4501;Etablissements de l'Aide Sociale à l'Enfance;;99;Indéterminé;;;2000-10-01;2000-10-01;2017-12-13;2019;2 ALL DES NATS;9D416;97410;ST PIERRE;-21.302813,55.430956;
970432365;970402004;DISPENSAIRE    DE ST-GILLES-LES-HAUTS;DISPENSAIRE    DE ST-GILLES-LES-HAUTS;;;9D;LA REUNION;0262227083;0262719620;223;Protection Maternelle et Infantile (P.M.I.);2202;Etablissements de PMI et de Planification Familiale;;01;Etablissement Tarif Libre;;;1991-08-01;1991-08-01;2005-06-24;2019;8  IMPASSE DES CANAS;9D415;97435;ST PAUL;-21.043939,55.262499;
970465126;970401857;PHARMACIE DU PITON;PHARMACIE DU PITON;;;9D;LA REUNION;0262343377;0026234021;620;Pharmacie d'Officine;3201;Commerce de Biens à Usage Médicaux;;01;Etablissement Tarif Libre;;;2010-10-01;2002-02-25;2018-07-27;2019;19 R ADRIEN LAGOURGUE;9D413;97424;ST LEU;-21.215588,55.306669;
970465597;970402327;PHARMACIE DE L'EUROPE;PHARMACIE DE L'EUROPE;;;9D;LA REUNION;97419;LA POSSESSION;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;1990-03-08;1990-03-08;2006-02-02;2009;73 R ROMAIN ROLLAND;9D9D408;97419;LA POSSESSION;-20.951213,55.33083;
970409124;970408324;SITE REUNILAB SAVANNAH;SITE REUNILAB SAVANNAH;;;9D;LA REUNION;;97460;ST PAUL;Laboratoire de Biologie Médicale;3101;Labo Biolog Médicale;;1;Etablissement Tarif Libre;;;2012-12-12;2012-12-12;2015-12-08;2018;38 RTE DE SAVANNA;;97460;ST PAUL;-20.986639,55.295155;
970465373;970402103;EURL PHARMACIE DU BRAS DE PONTHO;EURL PHARMACIE DU BRAS DE PONTHO;;;9D;LA REUNION;0262273270;;620;Pharmacie d'Officine;3201;Commerce de Biens à Usage Médicaux;;01;Etablissement Tarif Libre;;;2018-11-01;1989-04-10;2018-11-01;2019;5 IMP FRANCOIS MAURIAC;9D422;97430;LE TAMPON;-21.240045,55.49282;
970407474;970407466;AAPEJ;ASSOCIATION AIDE ET PROTECTION ENFANCE ET DE LA JEUNESSE;;;9D;LA REUNION;97418;LA PLAINE DES CAFRES;219;Autre Centre d'Accueil;4601;Adult.Fam.Difficulté;;05;Préfet de Département établissements médico-sociaux;;;;2009-08-10;2014-03-12;2015;4 R PERE FAVRON;9D9D422;97418;LA PLAINE DES CAFRES;-21.222465,55.559851;
